"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000006016",5691.51889735713,0.0774160566858373,0.093527162687262,0.827738749487169,0.407818469156627,0.629843468493094
"ENSG00000006025",1427.30607478425,-0.144629390722915,0.169903239872096,-0.851245631524109,0.394632919442842,0.617365853922403
"ENSG00000006042",6552.45081038717,-0.0665738771067934,0.0757399231623167,-0.878979992679955,0.379412123993313,0.603129318268451
"ENSG00000006062",2321.89465174595,0.424079477131026,0.126934511462652,3.34093125852383,0.000834978935118429,0.00548513217022862
"ENSG00000006071",1060.41493720295,0.079150484290418,0.276248515979797,0.286519129377718,0.774480544205717,0.889381397361822
"ENSG00000006118",12934.2877501274,0.189800456676523,0.073783661713752,2.57239139760866,0.010099863793868,0.0431314189512073
"ENSG00000006125",15494.6544302772,0.0977393612781911,0.0612045832712118,1.59692879281744,0.110281580781882,0.267937406164842
"ENSG00000006194",2289.15920182622,-0.211898865722048,0.131629969231489,-1.60980715075147,0.107439963661693,0.263732857242718
"ENSG00000006210",351.644931073557,-0.563272146722806,0.298077936276294,-1.88968077865615,0.0588006663205778,0.169168921339086
"ENSG00000006282",4370.1596044276,0.00733785923727598,0.0963251514474113,0.0761780192090544,0.939277469996104,0.97161905971649
"ENSG00000006283",185.969777040808,-1.28086623707602,0.471458768313132,-2.71681496487791,0.00659134462986244,0.0306427199629735
"ENSG00000006327",7402.38853119034,-0.024619685748985,0.108626650955581,-0.22664498566795,0.820699808890089,0.914141351686396
"ENSG00000006377",728.263218030086,-0.407520402179753,0.214819147397305,-1.89703947305055,0.0578227285877028,0.167293555659237
"ENSG00000006432",1019.19355918877,1.07841609589799,0.220384248809886,4.8933447000937,9.91365481125258e-07,1.45314991813973e-05
"ENSG00000006451",4973.43337132361,0.223522296266245,0.0880931841945157,2.53733927669924,0.011169864442732,0.0468845405376641
"ENSG00000006453",1140.62239700806,0.512962406682375,0.16376050647178,3.13239387037906,0.00173387100371419,0.0100677197674591
"ENSG00000006459",671.315165012217,0.786562840558597,0.217471315357205,3.61685787970077,0.000298200924411535,0.00228281838234538
"ENSG00000006468",4336.61778691838,0.234211845563869,0.0995002674412754,2.35388156822894,0.0185785292542932,0.0704009838599666
"ENSG00000006530",3454.94444636367,-0.201690115320812,0.107934748713114,-1.86863005404215,0.0616743014545277,0.175217593842945
"ENSG00000006534",2672.46549239529,0.143503814631089,0.155130135452077,0.925054401666659,0.354937610163925,0.579859039758301
"ENSG00000006555",1.3968490522657,-1.68262908884622,5.78357527463861,-0.290932340108837,0.771103066770109,NA
"ENSG00000006576",8282.35473436094,0.264288321478769,0.0986225803244145,2.67979524171245,0.00736672068200266,0.0334266264555122
"ENSG00000006606",5.45854107452867,-0.460381759689834,2.30229607407802,-0.199966357443492,0.841506892562165,NA
"ENSG00000006607",3678.3241418537,-0.162394019413106,0.116262369872587,-1.39678917255064,0.162476979207951,0.350948509754619
"ENSG00000006611",26.43172222799,-0.127554515625103,1.27280631835052,-0.10021518104216,0.920173493959543,NA
"ENSG00000006625",4659.06558453622,-0.564557374011945,0.126421843221664,-4.46566320839088,7.98210946127179e-06,9.53775123005759e-05
"ENSG00000006634",2320.35404493255,-0.687342438230324,0.125338778357857,-5.48387695520601,4.16104242384753e-08,7.96356422489423e-07
"ENSG00000006638",353.45134990254,0.0306655771864528,0.267298399075235,0.11472413337508,0.908663784556996,0.957986090771668
